"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,12,9,2230,2046,104,16,2224,112,"EV",4106,"N12552","EWR","GSO",83,445,20,46,"2013-12-10T01:00:00Z"
2013,12,9,2232,1910,202,230,2257,213,"DL",460,"N3738B","JFK","PHX",334,2153,19,10,"2013-12-10T00:00:00Z"
2013,12,9,2233,2033,120,2355,2206,109,"FL",1159,"N607AT","LGA","CAK",69,397,20,33,"2013-12-10T01:00:00Z"
2013,12,9,2233,2100,93,2326,2206,80,"UA",994,"N473UA","EWR","BOS",35,200,21,0,"2013-12-10T02:00:00Z"
2013,12,9,2234,2115,79,38,2315,83,"MQ",3384,"N508MQ","LGA","CLT",93,544,21,15,"2013-12-10T02:00:00Z"
2013,12,9,2239,2119,80,46,2309,97,"EV",4672,"N14543","EWR","STL",167,872,21,19,"2013-12-10T02:00:00Z"
2013,12,9,2241,2030,131,22,2205,137,"WN",3494,"N288WN","EWR","MDW",133,711,20,30,"2013-12-10T01:00:00Z"
2013,12,9,2248,2027,141,121,2243,158,"EV",4113,"N29906","EWR","IND",129,645,20,27,"2013-12-10T01:00:00Z"
2013,12,9,2256,2010,166,100,2130,210,"EV",4224,"N13914","EWR","MKE",157,725,20,10,"2013-12-10T01:00:00Z"
2013,12,9,2259,1930,209,101,2136,205,"EV",4361,"N12160","EWR","TYS",106,631,19,30,"2013-12-10T00:00:00Z"
2013,12,9,2308,2159,69,114,2359,75,"EV",3845,"N15574","EWR","GSP",110,594,21,59,"2013-12-10T02:00:00Z"
2013,12,9,2310,1848,262,31,2005,266,"EV",4131,"N15980","EWR","RIC",60,277,18,48,"2013-12-09T23:00:00Z"
2013,12,9,2320,2159,81,23,2322,61,"EV",5311,"N724EV","LGA","BGR",48,378,21,59,"2013-12-10T02:00:00Z"
2013,12,9,2327,1935,232,137,2150,227,"EV",5079,"N751EV","LGA","MEM",170,963,19,35,"2013-12-10T00:00:00Z"
2013,12,9,2328,2130,118,228,18,130,"B6",1371,"N644JB","LGA","FLL",155,1076,21,30,"2013-12-10T02:00:00Z"
2013,12,9,2333,2029,184,218,2251,207,"EV",4085,"N14179","EWR","OMA",199,1134,20,29,"2013-12-10T01:00:00Z"
2013,12,9,2339,2028,191,117,2215,182,"EV",4088,"N16951","LGA","CLE",77,419,20,28,"2013-12-10T01:00:00Z"
2013,12,9,2341,2150,111,51,2311,100,"EV",3848,"N16546","EWR","ROC",50,246,21,50,"2013-12-10T02:00:00Z"
2013,12,9,2400,2250,70,59,2356,63,"B6",1816,"N187JB","JFK","SYR",41,209,22,50,"2013-12-10T03:00:00Z"
2013,12,10,11,2245,86,119,2353,86,"B6",108,"N274JB","JFK","PWM",44,273,22,45,"2013-12-11T03:00:00Z"
2013,12,10,211,2359,132,651,440,131,"B6",1503,"N613JB","JFK","SJU",198,1598,23,59,"2013-12-11T04:00:00Z"
2013,12,10,614,615,-1,932,817,75,"US",840,"N195UW","JFK","CLT",105,541,6,15,"2013-12-10T11:00:00Z"
2013,12,10,646,615,31,958,845,73,"MQ",3550,"N522MQ","LGA","ATL",140,762,6,15,"2013-12-10T11:00:00Z"
2013,12,10,740,741,-1,1205,1046,79,"UA",450,"N835UA","EWR","DFW",232,1372,7,41,"2013-12-10T12:00:00Z"
2013,12,10,743,745,-2,1240,1043,117,"B6",1717,"N643JB","LGA","TPA",170,1010,7,45,"2013-12-10T12:00:00Z"
2013,12,10,756,754,2,1200,1054,66,"UA",1115,"N37409","EWR","TPA",166,997,7,54,"2013-12-10T12:00:00Z"
2013,12,10,759,751,8,1050,928,82,"UA",279,"N830UA","EWR","ORD",124,719,7,51,"2013-12-10T12:00:00Z"
2013,12,10,811,730,41,1246,1018,148,"UA",559,"N535UA","EWR","IAH",229,1400,7,30,"2013-12-10T12:00:00Z"
2013,12,10,820,630,110,1101,835,146,"US",2052,"N170US","EWR","CLT",103,529,6,30,"2013-12-10T11:00:00Z"
2013,12,10,829,835,-6,1206,1051,75,"EV",4945,"N612QX","LGA","CLT",111,544,8,35,"2013-12-10T13:00:00Z"
2013,12,10,833,829,4,1238,1055,103,"EV",4419,"N14153","EWR","XNA",216,1131,8,29,"2013-12-10T13:00:00Z"
2013,12,10,837,830,7,1306,1153,73,"UA",443,"N546UA","JFK","LAX",360,2475,8,30,"2013-12-10T13:00:00Z"
2013,12,10,845,849,-4,1318,1210,68,"B6",795,"N804JB","JFK","AUS",257,1521,8,49,"2013-12-10T13:00:00Z"
2013,12,10,845,830,15,1147,1030,77,"MQ",3407,"N526MQ","LGA","CMH",92,479,8,30,"2013-12-10T13:00:00Z"
2013,12,10,855,845,10,1219,1106,73,"EV",4087,"N13955","EWR","IND",132,645,8,45,"2013-12-10T13:00:00Z"
2013,12,10,855,822,33,1304,1142,82,"UA",1626,"N15710","EWR","SAN",367,2425,8,22,"2013-12-10T13:00:00Z"
2013,12,10,856,855,1,1233,1131,62,"F9",509,"N204FR","LGA","DEN",244,1620,8,55,"2013-12-10T13:00:00Z"
2013,12,10,905,900,5,1309,1206,63,"B6",1701,"N653JB","JFK","FLL",168,1069,9,0,"2013-12-10T14:00:00Z"
2013,12,10,906,900,6,1152,1034,78,"UA",1030,"N57857","EWR","ORD",127,719,9,0,"2013-12-10T14:00:00Z"
2013,12,10,909,720,109,1202,1030,92,"UA",1456,"N33289","LGA","IAH",214,1416,7,20,"2013-12-10T12:00:00Z"
2013,12,10,912,823,49,1158,1016,102,"EV",4169,"N16911","EWR","CMH",95,463,8,23,"2013-12-10T13:00:00Z"
2013,12,10,913,830,43,1245,1115,90,"DL",914,"N369NB","LGA","DEN",254,1620,8,30,"2013-12-10T13:00:00Z"
2013,12,10,920,921,-1,1343,1235,68,"B6",223,"N565JB","JFK","LAX",368,2475,9,21,"2013-12-10T14:00:00Z"
2013,12,10,923,854,29,1414,1235,99,"UA",1289,"N76508","EWR","SFO",369,2565,8,54,"2013-12-10T13:00:00Z"
2013,12,10,932,810,82,1159,954,125,"EV",5463,"N722EV","LGA","BNA",149,764,8,10,"2013-12-10T13:00:00Z"
2013,12,10,941,859,42,1244,1143,61,"DL",1747,"N37700","LGA","ATL",133,762,8,59,"2013-12-10T13:00:00Z"
2013,12,10,944,905,39,1221,1115,66,"DL",181,"N359NW","LGA","DTW",92,502,9,5,"2013-12-10T14:00:00Z"
2013,12,10,945,825,80,1223,1029,114,"US",1831,"N152UW","JFK","CLT",111,541,8,25,"2013-12-10T13:00:00Z"
2013,12,10,957,929,28,1437,1242,115,"UA",446,"N437UA","EWR","MIA",187,1085,9,29,"2013-12-10T14:00:00Z"
2013,12,10,1003,917,46,1404,1226,98,"UA",1170,"N35260","EWR","FLL",166,1065,9,17,"2013-12-10T14:00:00Z"
2013,12,10,1006,945,21,1349,1235,74,"VX",251,"N836VA","JFK","LAS",345,2248,9,45,"2013-12-10T14:00:00Z"
2013,12,10,1014,930,44,1732,1527,125,"UA",15,"N78060","EWR","HNL",653,4963,9,30,"2013-12-10T14:00:00Z"
2013,12,10,1016,920,56,1340,1201,99,"9E",4065,"N8688C","LGA","SDF",139,659,9,20,"2013-12-10T14:00:00Z"
2013,12,10,1018,930,48,1353,1236,77,"DL",1885,"N900DE","LGA","MCO",149,950,9,30,"2013-12-10T14:00:00Z"
2013,12,10,1028,1015,13,1454,1342,72,"US",604,"N655AW","EWR","PHX",329,2133,10,15,"2013-12-10T15:00:00Z"
2013,12,10,1029,910,79,1355,1235,80,"AA",1085,"N5EEAA","JFK","MIA",166,1089,9,10,"2013-12-10T14:00:00Z"
2013,12,10,1031,1015,16,1319,1218,61,"US",893,"N568UW","JFK","CLT",105,541,10,15,"2013-12-10T15:00:00Z"
2013,12,10,1033,955,38,1332,1230,62,"MQ",3644,"N9EAMQ","LGA","ATL",144,762,9,55,"2013-12-10T14:00:00Z"
2013,12,10,1035,959,36,1422,1244,98,"B6",411,"N529JB","JFK","LAS",339,2248,9,59,"2013-12-10T14:00:00Z"
2013,12,10,1037,1023,14,1400,1229,91,"EV",4255,"N16151","EWR","CHS",129,628,10,23,"2013-12-10T15:00:00Z"
2013,12,10,1039,1040,-1,1418,1302,76,"EV",4284,"N11191","EWR","OMA",194,1134,10,40,"2013-12-10T15:00:00Z"
2013,12,10,1042,1030,12,1603,1410,113,"US",407,"N508AY","JFK","PHX",351,2153,10,30,"2013-12-10T15:00:00Z"
2013,12,10,1046,959,47,1244,1116,88,"EV",5711,"N826AS","JFK","IAD",54,228,9,59,"2013-12-10T14:00:00Z"
2013,12,10,1048,645,243,1333,857,276,"9E",3769,"N8533D","EWR","CVG",114,569,6,45,"2013-12-10T11:00:00Z"
2013,12,10,1048,800,168,1210,910,180,"AA",84,"N3JRAA","JFK","BOS",35,187,8,0,"2013-12-10T13:00:00Z"
2013,12,10,1048,935,73,1232,1115,77,"WN",876,"N917WN","LGA","MDW",136,725,9,35,"2013-12-10T14:00:00Z"
2013,12,10,1048,1000,48,1452,1321,91,"UA",418,"N575UA","EWR","SFO",368,2565,10,0,"2013-12-10T15:00:00Z"
2013,12,10,1049,825,144,1208,939,149,"9E",2901,"N913XJ","JFK","BOS",35,187,8,25,"2013-12-10T13:00:00Z"
2013,12,10,1054,928,86,1221,1042,99,"UA",676,"N831UA","EWR","BOS",38,200,9,28,"2013-12-10T14:00:00Z"
2013,12,10,1055,823,152,1508,1201,187,"UA",1043,"N77430","EWR","PHX",327,2133,8,23,"2013-12-10T13:00:00Z"
2013,12,10,1056,900,116,1559,1350,129,"DL",2444,"N704X","JFK","SJU",198,1598,9,0,"2013-12-10T14:00:00Z"
2013,12,10,1056,1100,-4,1356,1237,79,"EV",4662,"N16561","EWR","RDU",91,416,11,0,"2013-12-10T16:00:00Z"
2013,12,10,1058,1059,-1,1511,1334,97,"EV",4679,"N12552","EWR","JAX",159,820,10,59,"2013-12-10T15:00:00Z"
2013,12,10,1059,1000,59,1424,1247,97,"UA",1110,"N37419","EWR","LAS",335,2227,10,0,"2013-12-10T15:00:00Z"
2013,12,10,1110,1040,30,1311,1159,72,"B6",2602,"N178JB","JFK","BUF",66,301,10,40,"2013-12-10T15:00:00Z"
2013,12,10,1113,1000,73,1450,1307,103,"UA",1183,"N76529","EWR","RSW",173,1068,10,0,"2013-12-10T15:00:00Z"
2013,12,10,1118,1015,63,1455,1320,95,"DL",1174,"N326NB","LGA","PBI",168,1035,10,15,"2013-12-10T15:00:00Z"
2013,12,10,1129,1030,59,1510,1340,90,"AA",19,"N332AA","JFK","LAX",348,2475,10,30,"2013-12-10T15:00:00Z"
2013,12,10,1133,1055,38,1434,1253,101,"EV",4628,"N13970","EWR","STL",174,872,10,55,"2013-12-10T15:00:00Z"
2013,12,10,1152,900,172,1612,1225,227,"AA",1,"N324AA","JFK","LAX",366,2475,9,0,"2013-12-10T14:00:00Z"
2013,12,10,1154,1030,84,1559,1355,124,"AA",179,"N348AA","JFK","SFO",372,2586,10,30,"2013-12-10T15:00:00Z"
2013,12,10,1208,1147,21,1617,1457,80,"B6",323,"N615JB","JFK","LAX",371,2475,11,47,"2013-12-10T16:00:00Z"
2013,12,10,1209,1206,3,1619,1516,63,"B6",1129,"N520JB","JFK","RSW",181,1074,12,6,"2013-12-10T17:00:00Z"
2013,12,10,1223,1015,128,1427,1150,157,"AA",325,"N4WMAA","LGA","ORD",135,733,10,15,"2013-12-10T15:00:00Z"
2013,12,10,1223,1231,-8,1604,1456,68,"EV",4292,"N13132","EWR","MSY",230,1167,12,31,"2013-12-10T17:00:00Z"
2013,12,10,1234,1111,83,1406,1245,81,"EV",5309,"N755EV","LGA","BGR",48,378,11,11,"2013-12-10T16:00:00Z"
2013,12,10,1240,1200,40,1417,1315,62,"MQ",3386,"N812MQ","JFK","DCA",53,213,12,0,"2013-12-10T17:00:00Z"
2013,12,10,1244,950,174,1414,1115,179,"WN",218,"N221WN","LGA","MKE",124,738,9,50,"2013-12-10T14:00:00Z"
2013,12,10,1248,1150,58,1529,1419,70,"UA",565,"N463UA","EWR","DEN",254,1605,11,50,"2013-12-10T16:00:00Z"
2013,12,10,1249,1000,169,1557,1242,195,"DL",1847,"N996DL","LGA","ATL",136,762,10,0,"2013-12-10T15:00:00Z"
2013,12,10,1255,1300,-5,1735,1620,75,"VX",411,"N640VA","JFK","LAX",377,2475,13,0,"2013-12-10T18:00:00Z"
2013,12,10,1304,1105,119,1541,1335,126,"WN",1250,"N967WN","LGA","DEN",256,1620,11,5,"2013-12-10T16:00:00Z"
2013,12,10,1318,1130,108,1540,1342,118,"DL",2219,"N989DL","LGA","MSP",162,1020,11,30,"2013-12-10T16:00:00Z"
2013,12,10,1322,1200,82,1623,1441,102,"DL",1947,"N913DE","LGA","ATL",140,762,12,0,"2013-12-10T17:00:00Z"
2013,12,10,1323,1009,194,1631,1319,192,"UA",312,"N418UA","LGA","IAH",226,1416,10,9,"2013-12-10T15:00:00Z"
2013,12,10,1328,905,263,1618,1133,285,"FL",275,"N997AT","LGA","ATL",139,762,9,5,"2013-12-10T14:00:00Z"
2013,12,10,1329,1300,29,1714,1547,87,"UA",1605,"N78511","EWR","LAS",344,2227,13,0,"2013-12-10T18:00:00Z"
2013,12,10,1330,1200,90,1438,1309,89,"US",2146,"N959UW","LGA","BOS",41,184,12,0,"2013-12-10T17:00:00Z"
2013,12,10,1352,1238,74,1616,1440,96,"9E",3311,"N292PQ","EWR","DTW",99,488,12,38,"2013-12-10T17:00:00Z"
2013,12,10,1352,1345,7,1817,1655,82,"AA",1151,"N3FUAA","LGA","DFW",240,1389,13,45,"2013-12-10T18:00:00Z"
2013,12,10,1356,1000,236,1533,1143,230,"EV",5208,"N710EV","LGA","RIC",69,292,10,0,"2013-12-10T15:00:00Z"
2013,12,10,1357,1115,162,1636,1346,170,"UA",1071,"N73270","LGA","DEN",256,1620,11,15,"2013-12-10T16:00:00Z"
2013,12,10,1359,1200,119,1706,1501,125,"DL",1685,"N353NW","LGA","MCO",152,950,12,0,"2013-12-10T17:00:00Z"
2013,12,10,1407,1345,22,1818,1705,73,"AA",117,"N327AA","JFK","LAX",376,2475,13,45,"2013-12-10T18:00:00Z"
2013,12,10,1411,1145,146,1547,1315,152,"WN",172,"N758SW","LGA","MDW",134,725,11,45,"2013-12-10T16:00:00Z"
2013,12,10,1411,1259,72,1732,1601,91,"UA",426,"N477UA","EWR","MIA",170,1085,12,59,"2013-12-10T17:00:00Z"
2013,12,10,1424,1359,25,1831,1714,77,"B6",213,"N634JB","JFK","LGB",374,2465,13,59,"2013-12-10T18:00:00Z"
2013,12,10,1425,1350,35,1810,1706,64,"DL",2517,"N329NB","LGA","MIA",176,1096,13,50,"2013-12-10T18:00:00Z"
2013,12,10,1431,1326,65,1806,1628,98,"B6",1401,"N809JB","JFK","FLL",168,1069,13,26,"2013-12-10T18:00:00Z"
2013,12,10,1431,1329,62,1757,1630,87,"UA",273,"N848UA","EWR","DFW",238,1372,13,29,"2013-12-10T18:00:00Z"
2013,12,10,1435,1330,65,1810,1634,96,"B6",431,"N517JB","LGA","SRQ",180,1047,13,30,"2013-12-10T18:00:00Z"
2013,12,10,1435,1300,95,1611,1439,92,"UA",1198,"N26210","LGA","ORD",129,733,13,0,"2013-12-10T18:00:00Z"
2013,12,10,1455,1334,81,1650,1438,132,"EV",4434,"N14543","EWR","MHT",39,209,13,34,"2013-12-10T18:00:00Z"
2013,12,10,1457,1210,167,1620,1324,176,"9E",2902,"N913XJ","JFK","BOS",40,187,12,10,"2013-12-10T17:00:00Z"
2013,12,10,1503,1315,108,1709,1450,139,"AA",331,"N598AA","LGA","ORD",127,733,13,15,"2013-12-10T18:00:00Z"
2013,12,10,1506,1400,66,1646,1509,97,"B6",118,"N273JB","JFK","BOS",42,187,14,0,"2013-12-10T19:00:00Z"
2013,12,10,1514,1410,64,1814,1616,118,"B6",1373,"N281JB","JFK","CHS",123,636,14,10,"2013-12-10T19:00:00Z"
2013,12,10,1515,1345,90,1805,1640,85,"UA",1611,"N67052","EWR","IAH",208,1400,13,45,"2013-12-10T18:00:00Z"
2013,12,10,1518,1259,139,1839,1605,154,"UA",1280,"N16709","LGA","IAH",241,1416,12,59,"2013-12-10T17:00:00Z"
2013,12,10,1520,1450,30,1911,1755,76,"AA",320,"N476AA","EWR","DFW",256,1372,14,50,"2013-12-10T19:00:00Z"
2013,12,10,1521,1455,26,1801,1650,71,"MQ",3359,"N845MQ","JFK","RDU",108,427,14,55,"2013-12-10T19:00:00Z"
2013,12,10,1523,1430,53,1858,1754,64,"UA",1493,"N24202","EWR","LAX",364,2454,14,30,"2013-12-10T19:00:00Z"
2013,12,10,1536,1400,96,1828,1646,102,"B6",927,"N655JB","EWR","MCO",151,937,14,0,"2013-12-10T19:00:00Z"
2013,12,10,1537,1329,128,1657,1440,137,"B6",308,"N274JB","JFK","PWM",51,273,13,29,"2013-12-10T18:00:00Z"
2013,12,10,1548,1455,53,1922,1820,62,"AA",2297,"N3BCAA","LGA","MIA",176,1096,14,55,"2013-12-10T19:00:00Z"
2013,12,10,1551,1459,52,1922,1814,68,"UA",287,"N456UA","EWR","AUS",242,1504,14,59,"2013-12-10T19:00:00Z"
2013,12,10,1556,1130,266,1753,1327,266,"EV",5373,"N750EV","LGA","GSO",88,461,11,30,"2013-12-10T16:00:00Z"
2013,12,10,1558,1459,59,1757,1635,82,"9E",2913,"N928XJ","JFK","DCA",67,213,14,59,"2013-12-10T19:00:00Z"
2013,12,10,1600,1455,65,1847,1736,71,"B6",477,"N662JB","JFK","JAX",138,828,14,55,"2013-12-10T19:00:00Z"
2013,12,10,1602,1506,56,1816,1709,67,"EV",4572,"N12122","EWR","GSP",114,594,15,6,"2013-12-10T20:00:00Z"
2013,12,10,1608,1455,73,1808,1655,73,"MQ",2815,"N933MQ","JFK","CLE",97,425,14,55,"2013-12-10T19:00:00Z"
2013,12,10,1622,1440,102,1843,1702,101,"EV",5199,"N717EV","LGA","CHS",115,641,14,40,"2013-12-10T19:00:00Z"
2013,12,10,1623,1200,263,1836,1424,252,"EV",5611,"N758EV","LGA","CHS",107,641,12,0,"2013-12-10T17:00:00Z"
2013,12,10,1625,1438,107,2014,1744,150,"B6",581,"N178JB","JFK","HOU",249,1428,14,38,"2013-12-10T19:00:00Z"
2013,12,10,1629,1629,0,2052,1946,66,"B6",423,"N524JB","JFK","LAX",380,2475,16,29,"2013-12-10T21:00:00Z"
2013,12,10,1632,1530,62,2030,1915,75,"AA",85,"N369AA","JFK","SFO",376,2586,15,30,"2013-12-10T20:00:00Z"
2013,12,10,1633,1435,118,1848,1645,123,"DL",1819,"N991DL","LGA","MSP",168,1020,14,35,"2013-12-10T19:00:00Z"
2013,12,10,1640,1530,70,1828,1716,72,"9E",2907,"N604LR","JFK","BUF",78,301,15,30,"2013-12-10T20:00:00Z"
2013,12,10,1640,1429,131,2032,1737,175,"B6",301,"N556JB","JFK","FLL",168,1069,14,29,"2013-12-10T19:00:00Z"
2013,12,10,1640,1509,91,1934,1738,116,"UA",745,"N536UA","LGA","DEN",261,1620,15,9,"2013-12-10T20:00:00Z"
2013,12,10,1641,1540,61,2016,1910,66,"AA",65,"N3KBAA","JFK","DFW",239,1391,15,40,"2013-12-10T20:00:00Z"
2013,12,10,1641,1430,131,1811,1553,138,"EV",5713,"N825AS","LGA","IAD",59,229,14,30,"2013-12-10T19:00:00Z"
2013,12,10,1642,1555,47,1853,1750,63,"9E",2927,"N299PQ","JFK","ORD",139,740,15,55,"2013-12-10T20:00:00Z"
2013,12,10,1643,1500,103,1956,1806,110,"DL",2181,"N931DL","LGA","MCO",155,950,15,0,"2013-12-10T20:00:00Z"
2013,12,10,1649,1340,189,2109,1715,234,"WN",516,"N210WN","EWR","PHX",343,2133,13,40,"2013-12-10T18:00:00Z"
2013,12,10,1703,1540,83,1852,1725,87,"9E",2900,"N293PQ","JFK","BNA",143,765,15,40,"2013-12-10T20:00:00Z"
2013,12,10,1707,1515,112,1849,1649,120,"UA",333,"N847UA","EWR","ORD",129,719,15,15,"2013-12-10T20:00:00Z"
2013,12,10,1711,1535,96,2044,1857,107,"B6",1729,"N216JB","JFK","RSW",183,1074,15,35,"2013-12-10T20:00:00Z"
2013,12,10,1717,1645,32,2033,1926,67,"DL",884,"N322NB","LGA","DEN",270,1620,16,45,"2013-12-10T21:00:00Z"
2013,12,10,1723,1604,79,1935,1828,67,"9E",2917,"N931XJ","JFK","DTW",100,509,16,4,"2013-12-10T21:00:00Z"
2013,12,10,1725,1530,115,1946,1741,125,"EV",4576,"N11107","EWR","GRR",123,605,15,30,"2013-12-10T20:00:00Z"
2013,12,10,1731,1529,122,2047,1825,142,"B6",573,"N605JB","EWR","TPA",173,997,15,29,"2013-12-10T20:00:00Z"
2013,12,10,1732,1459,153,2036,1753,163,"UA",761,"N444UA","EWR","TPA",167,997,14,59,"2013-12-10T19:00:00Z"
2013,12,10,1738,1545,113,2111,1920,111,"AA",133,"N319AA","JFK","LAX",361,2475,15,45,"2013-12-10T20:00:00Z"
2013,12,10,1740,1714,26,1938,1832,66,"UA",594,"N835UA","EWR","BOS",49,200,17,14,"2013-12-10T22:00:00Z"
2013,12,10,1744,1615,89,1943,1812,91,"9E",2933,"N272PQ","JFK","RDU",86,427,16,15,"2013-12-10T21:00:00Z"
2013,12,10,1748,1705,43,2122,2004,78,"B6",753,"N531JB","JFK","PBI",184,1028,17,5,"2013-12-10T22:00:00Z"
2013,12,10,1750,1650,60,1927,1823,64,"UA",1177,"N38443","EWR","ORD",128,719,16,50,"2013-12-10T21:00:00Z"
2013,12,10,1751,1502,169,2019,1708,191,"EV",4144,"N13566","EWR","CHS",116,628,15,2,"2013-12-10T20:00:00Z"
2013,12,10,1753,1629,84,2046,1932,74,"B6",1161,"N653JB","LGA","PBI",153,1035,16,29,"2013-12-10T21:00:00Z"
2013,12,10,1758,1640,78,1935,1820,75,"MQ",3216,"N680MQ","JFK","ORF",65,290,16,40,"2013-12-10T21:00:00Z"
2013,12,10,1801,1545,136,2027,1810,137,"MQ",2963,"N657MQ","JFK","CVG",118,589,15,45,"2013-12-10T20:00:00Z"
2013,12,10,1808,1652,76,1933,1804,89,"B6",918,"N258JB","JFK","BOS",41,187,16,52,"2013-12-10T21:00:00Z"
2013,12,10,1820,1730,50,2011,1846,85,"B6",2580,"N337JB","EWR","BOS",54,200,17,30,"2013-12-10T22:00:00Z"
2013,12,10,1821,1710,71,2030,1911,79,"B6",1119,"N187JB","JFK","CLT",106,541,17,10,"2013-12-10T22:00:00Z"
2013,12,10,1821,1715,66,2023,1850,93,"MQ",2949,"N630MQ","JFK","BNA",143,765,17,15,"2013-12-10T22:00:00Z"
2013,12,10,1826,1725,61,2035,1845,110,"AA",256,"N3ARAA","JFK","BOS",63,187,17,25,"2013-12-10T22:00:00Z"
2013,12,10,1834,1815,19,2257,2156,61,"UA",1635,"N73291","EWR","PHX",344,2133,18,15,"2013-12-10T23:00:00Z"
2013,12,10,1847,1600,167,2013,1741,152,"UA",1195,"N39728","LGA","ORD",130,733,16,0,"2013-12-10T21:00:00Z"
2013,12,10,1848,1729,79,2220,2111,69,"UA",1127,"N35260","EWR","SFO",371,2565,17,29,"2013-12-10T22:00:00Z"
2013,12,10,1851,1740,71,2005,1900,65,"B6",1407,"N193JB","JFK","IAD",54,228,17,40,"2013-12-10T22:00:00Z"
2013,12,10,1855,1700,115,2032,1840,112,"WN",2960,"N719SW","LGA","BNA",139,764,17,0,"2013-12-10T22:00:00Z"
2013,12,10,1856,1630,146,2037,1800,157,"B6",2302,"N192JB","JFK","BUF",73,301,16,30,"2013-12-10T21:00:00Z"
2013,12,10,1902,1740,82,2231,2028,123,"UA",587,"N437UA","EWR","LAS",344,2227,17,40,"2013-12-10T22:00:00Z"
2013,12,10,1906,1815,51,2213,2055,78,"WN",3691,"N216WR","EWR","MSY",201,1167,18,15,"2013-12-10T23:00:00Z"
2013,12,10,1908,1759,69,2214,2109,65,"DL",2370,"N326NB","LGA","PBI",164,1035,17,59,"2013-12-10T22:00:00Z"
2013,12,10,1908,1759,69,2228,2123,65,"UA",535,"N597UA","JFK","LAX",356,2475,17,59,"2013-12-10T22:00:00Z"
2013,12,10,1913,1815,58,2237,2135,62,"AA",1611,"N3GWAA","LGA","MIA",173,1096,18,15,"2013-12-10T23:00:00Z"
2013,12,10,1925,1755,90,2252,2118,94,"DL",1211,"N345NB","LGA","RSW",186,1080,17,55,"2013-12-10T22:00:00Z"
2013,12,10,1931,1830,61,2225,2124,61,"B6",183,"N651JB","JFK","MCO",155,944,18,30,"2013-12-10T23:00:00Z"
2013,12,10,1934,1858,36,2300,2150,70,"B6",711,"N796JB","JFK","LAS",347,2248,18,58,"2013-12-10T23:00:00Z"
2013,12,10,1934,1900,34,2151,2014,97,"US",2160,"N957UW","LGA","BOS",40,184,19,0,"2013-12-11T00:00:00Z"
2013,12,10,1936,1825,71,2253,2120,93,"B6",543,"N659JB","EWR","PBI",165,1023,18,25,"2013-12-10T23:00:00Z"
2013,12,10,1937,1625,192,2133,1754,219,"9E",2904,"N913XJ","JFK","BOS",67,187,16,25,"2013-12-10T21:00:00Z"
2013,12,10,1944,1730,134,2140,1914,146,"B6",1185,"N274JB","JFK","RDU",87,427,17,30,"2013-12-10T22:00:00Z"
2013,12,10,1946,1729,137,2232,2000,152,"F9",507,"N204FR","LGA","DEN",260,1620,17,29,"2013-12-10T22:00:00Z"
2013,12,10,1948,1838,70,2327,2214,73,"UA",389,"N590UA","JFK","SFO",372,2586,18,38,"2013-12-10T23:00:00Z"
2013,12,10,1951,1805,106,2146,1955,111,"WN",195,"N262WN","LGA","STL",156,888,18,5,"2013-12-10T23:00:00Z"
2013,12,10,1953,1800,113,2252,2102,110,"UA",360,"N826UA","EWR","PBI",156,1023,18,0,"2013-12-10T23:00:00Z"
2013,12,10,1959,1855,64,2,2235,87,"VX",29,"N632VA","JFK","SFO",386,2586,18,55,"2013-12-10T23:00:00Z"
2013,12,10,2020,1930,50,2322,2206,76,"9E",2925,"N601LR","JFK","MSY",212,1182,19,30,"2013-12-11T00:00:00Z"
2013,12,10,2027,1825,122,2336,2152,104,"AS",5,"N440AS","EWR","SEA",344,2402,18,25,"2013-12-10T23:00:00Z"
2013,12,10,2027,1710,197,2339,2021,198,"DL",1519,"N380DA","EWR","SLC",295,1969,17,10,"2013-12-10T22:00:00Z"
2013,12,10,2044,2001,43,52,2304,108,"B6",65,"N729JB","JFK","ABQ",318,1826,20,1,"2013-12-11T01:00:00Z"
2013,12,10,2050,1930,80,2306,2136,90,"9E",2960,"N8970D","JFK","CLE",91,425,19,30,"2013-12-11T00:00:00Z"
2013,12,10,2055,1932,83,151,28,83,"B6",803,"N554JB","JFK","SJU",198,1598,19,32,"2013-12-11T00:00:00Z"
2013,12,10,2113,2029,44,108,2344,84,"UA",314,"N587UA","JFK","LAX",368,2475,20,29,"2013-12-11T01:00:00Z"
2013,12,10,2120,1945,95,2350,2224,86,"EV",5298,"N752EV","LGA","OMA",185,1148,19,45,"2013-12-11T00:00:00Z"
2013,12,10,2122,1930,112,109,2235,154,"AA",1691,"N4YCAA","EWR","DFW",257,1372,19,30,"2013-12-11T00:00:00Z"
2013,12,10,2124,2000,84,118,2325,113,"VX",415,"N642VA","JFK","LAX",382,2475,20,0,"2013-12-11T01:00:00Z"
2013,12,10,2124,1920,124,2247,2055,112,"WN",152,"N414WN","LGA","MKE",127,738,19,20,"2013-12-11T00:00:00Z"
2013,12,10,2125,1900,145,2304,2057,127,"EV",5287,"N707EV","LGA","MSN",132,812,19,0,"2013-12-11T00:00:00Z"
2013,12,10,2126,2012,74,17,2312,65,"UA",308,"N443UA","EWR","IAH",215,1400,20,12,"2013-12-11T01:00:00Z"
